result,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
1,88,96,SILVER_III,54,15,13164,32,21,SILVER_I,8,13,10930,164,153,GOLD_II,0,15,14085,37,26,GOLD_IV,1,15,13169,131,122,GOLD_II,93,14,12288,21,13,SILVER_I,55,18,20351,22,13,SILVER_II,66,15,13885,7,5,BRONZE_II,75,15,13932,95,92,GOLD_III,4,15,13354,18,14,SILVER_II,1,13,10582
1,6,5,BRONZE_III,57,13,10972,52,50,SILVER_I,19,13,11343,32,29,SILVER_II,42,14,12118,12,15,SILVER_IV,28,13,10263,46,43,GOLD_IV,1,12,9860,15,13,SILVER_II,35,15,14336,25,18,SILVER_III,61,16,14996,7,5,BRONZE_II,75,14,11676,132,131,GOLD_IV,35,15,14640,18,14,SILVER_II,1,14,11990
1,11,10,SILVER_II,4,14,12755,21,15,SILVER_II,67,15,13280,7,7,BRONZE_II,71,13,10734,8,11,SILVER_IV,56,12,9301,7,19,BRONZE_II,35,10,6809,56,59,SILVER_I,0,16,16371,7,4,BRONZE_II,90,15,13373,8,6,SILVER_I,78,17,17480,12,11,SILVER_II,24,13,11355,109,112,SILVER_III,0,13,10224
1,47,56,SILVER_IV,14,12,9151,29,38,BRONZE_I,54,11,8465,39,43,SILVER_IV,48,13,10526,50,54,SILVER_IV,55,11,8262,78,68,SILVER_II,54,10,6757,42,37,SILVER_II,0,15,13370,7,4,BRONZE_II,90,13,10478,14,13,BRONZE_I,37,14,12253,30,36,BRONZE_IV,88,13,10437,47,56,SILVER_IV,14,11,8425
1,66,81,SILVER_IV,17,3,875,22,42,BRONZE_IV,0,3,834,29,25,SILVER_IV,75,1,0,41,34,SILVER_IV,29,2,602,41,34,SILVER_IV,29,2,602,57,66,SILVER_IV,49,3,1025,7,4,BRONZE_II,90,3,985,148,142,SILVER_III,75,4,1175,30,36,BRONZE_IV,88,2,639,47,56,SILVER_IV,14,2,639
1,164,168,SILVER_III,44,13,11226,7,7,BRONZE_IV,51,12,9504,29,23,SILVER_IV,1,12,8636,689,680,GOLD_IV,83,12,9258,112,132,SILVER_IV,12,12,8749,30,36,BRONZE_IV,88,16,15356,7,4,BRONZE_II,90,15,13998,101,116,SILVER_IV,28,15,14317,89,84,SILVER_II,86,14,12677,90,85,SILVER_IV,50,12,9739
1,38,50,BRONZE_II,40,11,7983,260,219,SILVER_II,67,10,6990,157,154,SILVER_III,93,11,8435,84,69,SILVER_III,75,9,6076,16,31,BRONZE_I,6,9,5384,82,95,BRONZE_I,9,13,10437,7,4,BRONZE_II,90,11,7663,20,11,SILVER_IV,0,13,10002,30,36,BRONZE_IV,88,11,7962,75,78,BRONZE_III,92,10,7080
0,122,87,PLATINUM_I,25,16,16369,24,25,SILVER_II,6,14,11775,8,6,SILVER_IV,0,14,12828,21,23,SILVER_II,23,15,13421,5,5,BRONZE_II,25,13,10259,16,4,SILVER_IV,29,14,12016,7,4,BRONZE_II,90,13,10797,56,56,SILVER_I,0,15,13130,34,58,SILVER_IV,0,13,11174,34,58,SILVER_IV,0,12,8976
0,60,76,BRONZE_I,0,17,17208,41,47,BRONZE_I,6,17,16902,10,11,BRONZE_IV,83,14,13009,64,77,SILVER_IV,34,16,16432,9,7,SILVER_IV,30,14,12494,30,36,BRONZE_IV,88,15,14500,7,4,BRONZE_II,90,14,11859,74,70,SILVER_II,60,15,14158,72,88,BRONZE_I,25,14,11601,29,29,SILVER_IV,1,13,9976
0,123,116,SILVER_IV,27,13,10499,146,144,SILVER_IV,31,13,10190,80,92,BRONZE_II,76,12,9905,19,20,BRONZE_III,32,11,7614,180,179,BRONZE_I,29,11,8332,49,60,BRONZE_II,63,15,13432,1056,997,SILVER_III,75,13,9987,58,51,BRONZE_I,0,12,9357,223,223,BRONZE_II,66,13,11377,313,328,SILVER_IV,1,14,12273
1,276,271,BRONZE_II,6,14,12610,128,108,SILVER_IV,87,13,11311,80,92,BRONZE_II,76,12,9008,199,193,SILVER_IV,15,14,12474,222,196,GOLD_IV,0,12,9185,39,67,BRONZE_IV,21,11,7571,151,160,BRONZE_IV,51,11,8101,190,190,SILVER_II,42,11,8266,45,53,BRONZE_II,42,11,7366,94,124,BRONZE_III,79,10,6231
1,370,395,SILVER_IV,58,15,13837,111,107,SILVER_IV,15,15,13591,80,92,BRONZE_II,76,15,14428,45,66,BRONZE_IV,71,14,12568,222,196,GOLD_IV,0,14,11759,164,133,BRONZE_II,34,14,12303,579,540,SILVER_IV,5,14,12323,202,174,SILVER_III,84,15,14257,117,112,BRONZE_III,91,12,9509,154,143,GOLD_IV,52,12,9639
1,159,143,SILVER_III,33,13,10546,612,557,SILVER_IV,75,11,8441,80,92,BRONZE_II,76,13,10452,127,131,SILVER_IV,13,12,9443,222,196,GOLD_IV,0,10,6207,90,102,SILVER_III,87,12,9630,163,164,BRONZE_I,16,10,6555,359,298,GOLD_IV,0,11,7973,29,39,BRONZE_II,5,9,5269,26,35,BRONZE_II,58,9,5265
1,177,191,BRONZE_II,22,18,18903,369,360,BRONZE_I,26,17,16738,80,92,BRONZE_II,76,17,17214,67,86,BRONZE_IV,92,17,18273,222,196,GOLD_IV,0,16,14981,35,26,BRONZE_II,55,17,17735,176,181,BRONZE_II,41,18,19077,126,119,SILVER_IV,24,18,22522,106,88,SILVER_III,60,14,12608,111,102,BRONZE_II,59,14,11520
1,83,67,SILVER_IV,19,15,13442,22,13,SILVER_IV,81,14,12248,80,92,BRONZE_II,76,13,11172,96,114,BRONZE_IV,7,14,12937,222,196,GOLD_IV,0,14,12356,85,94,BRONZE_III,95,15,13178,697,697,BRONZE_II,70,15,14288,27,42,BRONZE_IV,42,12,9258,52,60,SILVER_IV,40,14,11600,148,140,BRONZE_II,47,13,10534
0,336,345,BRONZE_II,68,16,15293,54,42,BRONZE_III,0,15,13105,80,92,BRONZE_II,76,16,15882,135,118,SILVER_IV,0,15,13373,222,196,GOLD_IV,0,14,12396,261,240,SILVER_IV,56,16,15691,178,180,BRONZE_II,58,18,20693,392,385,BRONZE_I,84,17,17283,49,42,BRONZE_IV,4,16,15701,22,25,BRONZE_I,49,13,11059
1,10,9,BRONZE_II,1,14,11843,11,13,BRONZE_I,22,12,8707,15,27,IRON_I,2,12,9258,25,30,BRONZE_II,2,12,9121,9,6,BRONZE_II,1,10,7014,4,11,BRONZE_III,27,10,7089,18,36,IRON_I,16,9,5939,18,36,IRON_I,16,11,7464,8,15,BRONZE_II,60,10,6604,8,15,BRONZE_II,60,8,4901
1,112,119,BRONZE_III,72,17,17683,108,121,SILVER_III,81,15,13760,37,39,SILVER_IV,57,17,16579,37,50,SILVER_IV,82,17,18102,9,6,BRONZE_II,1,14,12419,18,26,BRONZE_I,80,15,13716,7,15,BRONZE_III,81,16,14767,103,115,SILVER_III,0,17,17916,66,68,SILVER_IV,68,16,14743,119,147,BRONZE_II,35,16,15163
0,51,46,SILVER_IV,75,17,17657,276,287,SILVER_II,0,18,19085,102,92,SILVER_IV,16,18,22068,37,50,SILVER_IV,82,18,18625,9,6,BRONZE_II,1,16,16025,258,216,SILVER_III,30,18,23476,94,99,BRONZE_I,30,16,15754,40,36,SILVER_III,68,18,20210,205,220,SILVER_IV,0,16,16106,302,297,SILVER_III,43,17,16911
0,18,27,BRONZE_II,44,15,14638,16,26,BRONZE_II,4,17,17853,257,272,SILVER_III,22,18,23304,37,50,SILVER_IV,82,18,19290,9,6,BRONZE_II,1,17,17430,302,312,BRONZE_II,25,18,19904,399,380,SILVER_III,66,18,20453,95,111,SILVER_IV,41,18,22934,211,235,SILVER_III,0,18,23098,70,77,BRONZE_II,36,16,14915
1,153,149,SILVER_II,4,17,16532,37,50,SILVER_IV,82,15,13286,172,169,SILVER_IV,14,13,11329,460,480,SILVER_IV,0,12,9834,9,6,BRONZE_II,1,14,11489,22,22,BRONZE_II,75,17,17131,217,209,BRONZE_IV,78,13,11154,58,79,BRONZE_II,71,15,13049,9,15,SILVER_IV,22,13,10716,9,15,SILVER_IV,22,12,8624
1,17,31,BRONZE_III,59,15,14557,122,120,BRONZE_IV,3,15,13059,36,34,GOLD_III,5,15,13939,37,50,SILVER_IV,82,15,13261,9,6,BRONZE_II,1,14,12733,447,441,SILVER_III,13,15,13942,49,49,BRONZE_II,55,14,11580,522,500,SILVER_II,43,13,10948,206,205,SILVER_III,55,15,13375,176,158,SILVER_II,33,12,8849
0,94,97,SILVER_IV,43,13,10002,123,107,BRONZE_I,58,11,8524,121,120,BRONZE_II,82,12,9115,37,50,SILVER_IV,82,11,7988,9,6,BRONZE_II,1,11,7622,181,184,BRONZE_I,0,14,11578,154,136,SILVER_III,14,12,9244,75,89,SILVER_IV,37,13,10440,98,113,BRONZE_II,77,12,9947,84,77,BRONZE_I,69,12,9556
0,13,34,BRONZE_III,45,13,11079,240,239,SILVER_IV,11,13,10268,19,14,BRONZE_II,9,13,11128,60,53,SILVER_IV,73,13,10352,66,66,SILVER_IV,66,10,6921,4,6,BRONZE_III,78,15,14611,136,179,BRONZE_II,50,13,10892,179,174,SILVER_IV,38,14,12325,31,30,BRONZE_I,77,14,11897,79,81,BRONZE_I,86,12,9366
1,23,23,BRONZE_II,48,10,7228,41,51,BRONZE_I,20,11,7588,19,14,BRONZE_II,9,12,9470,6,14,BRONZE_III,33,9,5529,116,123,SILVER_IV,0,9,5448,22,45,BRONZE_III,31,10,6775,20,15,BRONZE_III,60,9,5669,12,13,BRONZE_III,0,10,6236,23,55,BRONZE_IV,0,9,5740,45,38,SILVER_III,1,8,4452
1,487,500,BRONZE_IV,54,13,11116,271,279,SILVER_IV,23,16,15204,19,14,BRONZE_II,9,15,13818,96,102,BRONZE_III,28,15,13345,196,196,BRONZE_IV,70,12,9959,151,144,SILVER_IV,56,16,16338,98,83,SILVER_IV,52,13,10202,318,330,BRONZE_II,2,14,12490,163,159,BRONZE_II,24,12,9318,87,85,BRONZE_II,32,11,8441
1,30,42,BRONZE_II,42,18,20467,136,145,SILVER_IV,24,18,20476,19,14,BRONZE_II,9,18,22355,82,89,BRONZE_II,77,17,18327,67,78,BRONZE_II,20,14,12168,430,449,SILVER_IV,69,18,19749,215,198,BRONZE_II,16,16,16217,265,257,SILVER_IV,27,15,14568,6,7,BRONZE_IV,26,15,14142,165,161,BRONZE_I,67,16,14920
0,36,27,BRONZE_IV,63,13,10283,33,28,SILVER_I,1,14,12378,19,14,BRONZE_II,9,12,9179,5,13,BRONZE_I,10,11,8284,5,13,BRONZE_I,10,10,7273,46,46,BRONZE_II,77,14,12721,8,8,BRONZE_IV,69,13,11211,97,101,SILVER_I,0,13,10525,9,6,BRONZE_I,40,13,11301,64,39,BRONZE_I,61,13,10255
0,237,225,SILVER_IV,10,11,7701,173,203,SILVER_IV,0,8,4875,19,14,BRONZE_II,9,10,6590,80,89,SILVER_IV,46,8,4397,97,89,BRONZE_II,61,7,3925,379,392,BRONZE_IV,86,11,7630,143,153,SILVER_IV,69,9,5785,292,270,SILVER_IV,53,11,7319,92,87,SILVER_IV,2,10,6736,181,142,SILVER_III,53,9,5071
0,187,203,SILVER_IV,0,10,7230,48,52,BRONZE_III,81,9,5969,19,14,BRONZE_II,9,10,6950,148,144,SILVER_III,14,9,5592,149,136,SILVER_IV,60,9,5392,85,88,BRONZE_I,25,14,11686,355,368,BRONZE_III,90,11,7953,226,220,SILVER_IV,10,12,8604,182,162,SILVER_III,60,10,6360,131,130,BRONZE_I,61,10,7044
0,168,145,BRONZE_I,1,11,8332,78,77,BRONZE_II,13,11,7578,213,212,BRONZE_I,59,13,10139,335,319,BRONZE_II,0,12,9852,143,177,BRONZE_III,25,8,4994,199,193,SILVER_IV,0,16,15365,246,216,BRONZE_III,10,13,10425,51,60,BRONZE_III,43,12,9285,203,217,SILVER_IV,0,15,13063,302,321,SILVER_IV,33,12,9378
1,342,361,BRONZE_III,48,14,12262,78,77,BRONZE_II,13,15,13709,20,8,BRONZE_I,100,16,14998,281,281,BRONZE_I,27,14,11673,211,195,SILVER_III,36,14,11853,73,59,BRONZE_I,81,14,12329,369,392,BRONZE_III,0,14,11902,212,180,GOLD_IV,1,12,8880,78,90,BRONZE_II,14,14,12966,240,287,BRONZE_II,60,12,8988
1,22,34,BRONZE_II,15,16,16454,78,77,BRONZE_II,13,16,15472,229,247,BRONZE_IV,0,14,11923,617,609,BRONZE_II,38,15,13356,65,47,SILVER_IV,1,14,12292,30,53,BRONZE_IV,17,12,9864,537,572,SILVER_IV,0,17,17245,2,41,IRON_IV,0,12,9368,78,88,SILVER_IV,22,15,13435,70,89,SILVER_IV,0,14,11913
0,125,119,SILVER_IV,0,16,15553,78,77,BRONZE_II,13,14,12863,676,667,BRONZE_I,2,15,14448,654,612,SILVER_IV,12,14,12541,723,713,BRONZE_II,37,12,9744,151,174,BRONZE_I,17,15,13512,72,64,BRONZE_II,75,17,18109,112,119,BRONZE_III,0,15,13877,202,214,BRONZE_II,15,15,13837,310,296,BRONZE_I,34,14,11901
1,182,206,SILVER_IV,0,18,19861,78,77,BRONZE_II,13,16,16245,28,55,BRONZE_IV,13,16,16284,19,27,BRONZE_II,36,15,14017,22,38,BRONZE_IV,44,14,12577,14,9,BRONZE_II,64,18,19742,173,167,SILVER_IV,33,16,14725,335,319,SILVER_III,26,15,13941,112,119,BRONZE_III,0,16,15493,65,87,BRONZE_III,3,14,11952
1,703,706,SILVER_III,0,18,20227,78,77,BRONZE_II,13,18,18817,168,188,SILVER_II,0,18,24033,169,165,SILVER_IV,27,18,18384,427,446,BRONZE_I,22,16,16008,238,255,SILVER_III,91,18,19825,112,102,SILVER_IV,0,18,20851,249,231,SILVER_I,80,17,16885,122,134,BRONZE_III,75,18,23096,313,309,SILVER_IV,30,17,16646
0,40,50,BRONZE_IV,48,11,8515,78,77,BRONZE_II,13,10,7277,151,127,SILVER_III,58,12,9011,53,64,SILVER_IV,14,11,8010,90,97,SILVER_IV,12,10,6176,105,103,SILVER_IV,62,14,12901,14,21,BRONZE_II,75,11,8404,309,294,BRONZE_III,21,13,10135,215,232,SILVER_IV,50,11,7958,226,168,SILVER_II,0,12,8597
1,56,37,BRONZE_I,0,18,22697,96,85,SILVER_IV,98,18,22104,27,31,BRONZE_II,96,16,15979,33,32,BRONZE_I,80,16,16320,161,168,BRONZE_I,75,15,13872,32,27,BRONZE_I,32,16,15069,25,29,BRONZE_III,83,15,13870,93,77,BRONZE_IV,62,16,15777,19,23,BRONZE_II,75,18,18927,23,20,BRONZE_I,100,15,13160
1,216,210,SILVER_IV,1,13,10134,205,233,BRONZE_III,91,11,7450,27,31,BRONZE_II,96,12,8746,84,79,SILVER_IV,25,11,8458,182,186,BRONZE_I,5,10,7137,39,46,BRONZE_I,45,11,8549,152,137,SILVER_IV,13,10,7176,380,372,BRONZE_II,28,10,7196,49,49,BRONZE_I,10,10,6536,69,80,BRONZE_II,60,9,5591
0,165,174,SILVER_IV,46,18,18760,369,369,BRONZE_III,0,16,16453,27,31,BRONZE_II,96,15,14639,269,277,BRONZE_II,60,16,15135,236,251,BRONZE_III,75,14,12970,505,495,SILVER_III,30,17,17457,193,183,BRONZE_IV,81,16,15584,402,381,SILVER_II,16,17,16884,178,185,BRONZE_IV,49,17,16948,204,195,SILVER_II,0,15,14658
0,43,57,BRONZE_II,15,14,12388,31,32,BRONZE_I,96,16,15663,27,31,BRONZE_II,96,16,14712,45,27,SILVER_I,18,15,14386,86,62,SILVER_IV,62,14,12815,283,243,SILVER_IV,85,17,17883,309,309,SILVER_IV,9,17,16482,70,88,BRONZE_IV,16,18,19671,672,630,SILVER_II,81,17,17569,210,193,SILVER_IV,80,15,14409
0,859,812,SILVER_IV,0,14,11482,193,178,BRONZE_III,92,15,13492,27,31,BRONZE_II,96,14,11707,215,198,SILVER_IV,1,15,13301,51,46,SILVER_I,0,13,11291,102,80,SILVER_II,14,16,14963,101,81,SILVER_III,13,15,14151,121,128,BRONZE_II,17,14,12864,244,245,SILVER_IV,72,16,15800,201,234,SILVER_IV,12,15,14351
1,13,9,BRONZE_II,0,17,17889,24,17,BRONZE_I,100,18,20191,27,31,BRONZE_II,96,16,15837,11,24,BRONZE_III,13,17,17452,27,31,BRONZE_I,1,15,14547,11,13,BRONZE_III,84,18,19270,90,96,BRONZE_III,0,17,17391,9,12,BRONZE_III,23,16,16073,88,89,SILVER_IV,90,17,17901,80,79,SILVER_IV,63,16,15187
1,41,75,BRONZE_III,88,16,15205,140,149,BRONZE_I,32,16,15187,27,31,BRONZE_II,96,15,14571,228,238,SILVER_IV,17,15,14596,271,287,SILVER_IV,57,15,13084,27,34,BRONZE_III,29,15,14119,255,232,GOLD_IV,0,14,11567,312,297,GOLD_IV,29,14,11919,424,432,SILVER_IV,2,13,10240,67,109,BRONZE_II,0,12,9042
0,435,446,BRONZE_IV,14,18,18706,23,24,SILVER_II,7,18,20558,16,20,BRONZE_I,32,16,15874,26,25,BRONZE_I,8,15,13641,44,47,BRONZE_IV,30,15,13240,20,11,BRONZE_II,15,15,14642,17,23,BRONZE_I,30,15,13095,37,48,BRONZE_II,3,16,16283,41,46,BRONZE_I,28,14,12103,86,87,SILVER_IV,26,15,13326
0,118,107,SILVER_IV,75,17,17640,12,12,BRONZE_II,75,18,19566,115,106,BRONZE_II,26,16,15419,61,91,IRON_III,31,15,14430,443,456,BRONZE_IV,71,15,14137,20,11,BRONZE_II,15,17,16586,3,11,BRONZE_IV,0,14,12194,421,399,GOLD_IV,36,16,16182,17,20,BRONZE_III,36,16,15662,53,55,SILVER_IV,14,14,11534
0,150,160,SILVER_IV,0,16,15067,12,12,BRONZE_II,75,14,11688,13,2,BRONZE_I,39,14,12438,760,690,SILVER_IV,25,13,10232,45,41,SILVER_II,16,12,9108,20,11,BRONZE_II,15,12,9268,36,41,BRONZE_II,50,14,12738,85,82,SILVER_IV,75,13,11304,6,14,BRONZE_I,22,11,8166,87,89,BRONZE_IV,29,10,7263
0,42,23,SILVER_IV,50,15,13828,236,240,BRONZE_I,17,13,11190,111,105,SILVER_IV,64,14,11774,387,398,BRONZE_IV,64,12,9028,29,34,SILVER_II,89,13,10211,20,11,BRONZE_II,15,13,10085,15,13,BRONZE_II,75,12,9084,41,49,BRONZE_III,75,12,9567,47,48,SILVER_II,31,12,9182,190,181,SILVER_II,19,11,7340
0,545,560,SILVER_IV,22,3,1139,263,288,SILVER_IV,53,3,678,133,138,SILVER_IV,3,3,1025,313,324,SILVER_IV,40,2,624,109,111,SILVER_IV,59,2,564,20,11,BRONZE_II,15,2,605,297,313,SILVER_IV,89,3,830,96,107,SILVER_IV,0,3,905,221,226,BRONZE_II,44,1,0,102,115,SILVER_IV,47,3,756
1,63,80,BRONZE_II,13,10,6913,37,47,BRONZE_III,3,10,7083,104,124,IRON_II,30,12,8734,23,23,BRONZE_I,83,11,7499,46,53,SILVER_IV,25,11,7526,20,11,BRONZE_II,15,13,10295,233,229,SILVER_IV,9,12,8998,14,25,SILVER_IV,0,14,11534,251,260,BRONZE_I,65,12,8624,295,294,SILVER_IV,0,11,8332
1,36,39,BRONZE_I,100,14,11599,36,43,BRONZE_II,94,13,10927,17,29,BRONZE_III,11,13,10249,33,58,BRONZE_IV,52,11,7709,32,36,BRONZE_IV,75,10,6969,20,11,BRONZE_II,15,12,9312,36,49,BRONZE_III,12,15,13612,42,59,BRONZE_II,23,14,11465,155,146,SILVER_III,57,13,11313,18,19,BRONZE_I,27,13,11411
0,53,51,BRONZE_II,47,13,10437,183,163,BRONZE_I,28,13,10317,29,36,BRONZE_II,75,11,8059,7,16,BRONZE_II,57,12,9634,117,129,BRONZE_I,51,11,7700,151,145,BRONZE_I,53,15,13578,38,36,BRONZE_II,47,13,11167,261,248,SILVER_IV,75,15,14168,27,26,BRONZE_II,75,12,9085,31,34,BRONZE_I,18,11,7440
0,53,51,BRONZE_II,47,10,7136,7,8,SILVER_IV,60,14,12465,17,34,BRONZE_IV,22,11,7328,41,61,BRONZE_III,63,14,12532,50,66,BRONZE_II,27,10,6315,73,69,SILVER_IV,8,14,12525,42,54,BRONZE_III,46,14,12330,346,354,BRONZE_II,75,13,10379,87,75,BRONZE_I,60,13,10279,57,66,BRONZE_II,75,12,8822
0,53,51,BRONZE_II,47,10,7227,43,65,BRONZE_III,9,12,9644,39,39,BRONZE_I,62,12,8666,12,24,BRONZE_II,5,11,8521,49,55,BRONZE_III,75,9,5827,68,83,BRONZE_II,72,14,12839,177,145,SILVER_IV,52,12,8662,12,12,BRONZE_III,86,11,8483,16,19,BRONZE_II,85,12,9123,79,69,BRONZE_I,34,10,6978
0,53,51,BRONZE_II,47,13,10832,92,82,BRONZE_I,30,17,16578,19,25,BRONZE_II,39,14,12292,19,26,BRONZE_II,75,16,15482,214,250,SILVER_IV,20,13,10612,64,51,BRONZE_I,82,17,17299,83,73,SILVER_IV,0,17,16509,183,201,BRONZE_II,63,17,17472,48,48,BRONZE_I,30,15,14550,188,170,SILVER_IV,64,15,13571
1,53,51,BRONZE_II,47,13,10618,74,106,SILVER_IV,50,15,14671,29,37,BRONZE_II,39,14,12933,85,85,BRONZE_I,88,16,15148,130,130,SILVER_IV,59,14,12335,356,366,BRONZE_II,72,13,11252,105,115,SILVER_III,69,12,9867,129,121,BRONZE_IV,75,14,12457,66,58,SILVER_IV,69,13,10310,166,164,SILVER_IV,0,11,8159
1,53,51,BRONZE_II,47,14,11592,10,4,SILVER_IV,87,16,14894,11,14,BRONZE_I,18,13,11273,130,115,BRONZE_III,62,15,14245,176,176,BRONZE_III,45,14,11531,23,29,SILVER_III,16,13,10824,80,81,BRONZE_II,35,13,11424,431,375,SILVER_IV,26,12,9434,67,79,BRONZE_II,61,12,9278,22,39,BRONZE_III,0,11,8090
0,53,51,BRONZE_II,47,12,9476,379,378,BRONZE_III,9,15,13991,171,190,SILVER_IV,0,13,10204,268,276,BRONZE_I,0,13,10300,40,40,SILVER_III,0,11,8070,200,221,BRONZE_IV,27,15,13041,467,451,SILVER_IV,44,15,13635,260,245,SILVER_II,68,15,13329,137,144,SILVER_III,44,15,13037,104,105,BRONZE_I,70,13,10109
0,86,96,SILVER_IV,33,14,12850,27,35,BRONZE_I,34,11,7357,200,198,SILVER_IV,27,15,13159,23,21,BRONZE_II,87,13,10870,192,179,BRONZE_I,29,12,9709,365,323,SILVER_IV,0,17,16751,134,184,SILVER_IV,23,15,14553,50,67,SILVER_IV,5,16,15508,54,57,SILVER_III,9,13,11323,128,97,SILVER_IV,69,12,9651
1,19,12,BRONZE_I,100,16,16445,9,9,BRONZE_III,77,16,15082,121,137,BRONZE_II,47,15,14252,23,21,BRONZE_II,87,15,13273,39,38,BRONZE_I,41,15,13757,11,8,BRONZE_II,16,13,11246,285,308,BRONZE_III,44,15,14237,21,21,BRONZE_II,93,14,11893,17,24,SILVER_III,55,14,11726,17,24,SILVER_III,55,14,12183
0,4,14,BRONZE_III,75,13,10920,9,9,BRONZE_III,77,11,8532,11,7,BRONZE_II,21,11,8459,23,21,BRONZE_II,87,12,8693,35,31,BRONZE_I,55,11,7973,28,38,BRONZE_I,43,15,13304,6,5,BRONZE_III,54,14,12735,73,67,SILVER_IV,23,14,12607,30,26,SILVER_IV,24,15,13254,19,15,BRONZE_I,7,12,9280
0,47,55,BRONZE_IV,57,10,6856,65,81,BRONZE_III,35,10,6782,165,176,BRONZE_II,53,11,7777,23,21,BRONZE_II,87,11,7554,696,718,BRONZE_IV,85,10,6395,33,33,BRONZE_III,72,12,9544,74,94,BRONZE_II,27,11,7806,147,167,BRONZE_II,26,12,9783,192,210,SILVER_IV,10,10,7002,307,333,BRONZE_IV,32,10,6372
1,47,55,BRONZE_IV,57,16,16094,127,144,SILVER_IV,1,16,15971,238,228,BRONZE_II,44,16,16372,23,21,BRONZE_II,87,15,14496,199,198,BRONZE_II,26,14,11628,134,144,BRONZE_II,0,15,13450,9,7,BRONZE_IV,0,14,12562,507,479,BRONZE_I,0,16,16228,166,145,BRONZE_I,2,16,15573,153,213,BRONZE_IV,76,14,12456
1,47,55,BRONZE_IV,57,15,13946,53,50,BRONZE_I,100,16,14778,600,590,SILVER_IV,14,17,17363,23,21,BRONZE_II,87,15,14076,111,117,BRONZE_II,0,15,13143,272,303,BRONZE_III,79,15,13366,274,286,BRONZE_II,5,14,11891,387,401,BRONZE_IV,28,16,14816,231,231,BRONZE_II,0,14,11522,7,20,BRONZE_IV,35,13,10715
1,47,55,BRONZE_IV,57,15,13402,31,40,BRONZE_II,97,17,17029,43,46,BRONZE_II,48,16,14863,23,21,BRONZE_II,87,15,13872,682,666,BRONZE_IV,96,14,11450,190,163,BRONZE_IV,4,18,18971,21,28,BRONZE_II,7,13,11084,232,234,BRONZE_III,0,14,12746,232,234,BRONZE_III,0,14,12816,24,17,SILVER_IV,0,15,13523
1,131,113,GOLD_IV,10,18,19473,15,8,SILVER_IV,0,17,16990,344,328,GOLD_III,73,18,20921,344,328,GOLD_III,73,16,16164,147,139,SILVER_III,70,18,21459,28,34,SILVER_IV,14,18,18974,328,317,SILVER_I,100,18,20292,53,65,GOLD_IV,0,18,24074,8,5,BRONZE_II,1,17,17573,17,17,GOLD_IV,0,18,21210
1,74,68,BRONZE_II,28,14,12316,79,58,GOLD_I,0,14,12721,77,103,SILVER_IV,0,13,11316,16,15,SILVER_IV,28,14,12905,56,66,SILVER_III,7,13,10348,101,105,SILVER_II,5,15,14105,93,99,BRONZE_II,13,14,11789,328,317,SILVER_I,100,15,13821,8,5,BRONZE_II,1,14,11887,9,3,BRONZE_II,65,13,10738
0,186,184,SILVER_II,0,16,15159,94,94,SILVER_III,75,14,11536,175,138,BRONZE_III,17,14,11790,97,91,SILVER_II,23,14,11771,6,9,BRONZE_IV,1,12,9221,25,17,SILVER_IV,64,14,11671,25,15,SILVER_III,1,14,12893,101,105,SILVER_II,5,15,14075,8,5,BRONZE_II,1,14,12875,328,317,SILVER_I,100,12,9800
0,154,133,DIAMOND_IV,44,16,16030,270,252,PLATINUM_IV,58,15,14330,49,55,GOLD_III,0,15,14207,355,346,GOLD_IV,56,15,14258,90,107,BRONZE_IV,75,14,11546,45,51,SILVER_III,50,15,13734,93,99,BRONZE_II,13,14,11590,24,17,SILVER_IV,14,14,13009,8,5,BRONZE_II,1,14,11582,53,65,GOLD_IV,0,15,13296
1,15,22,SILVER_IV,15,18,20051,6,6,SILVER_IV,27,15,14368,22,44,SILVER_IV,19,15,13487,13,14,BRONZE_I,48,13,10848,33,22,SILVER_II,84,13,10560,53,65,GOLD_IV,0,17,17645,31,38,SILVER_III,67,15,14622,8,5,BRONZE_II,1,16,15898,8,5,BRONZE_II,1,17,17236,72,61,SILVER_IV,75,16,15360
