result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience
0,254,249,PLATINUM_IV,44,18,19202,75,100,PLATINUM_IV,0,18,18721,133,134,PLATINUM_IV,22,16,15039,190,187,PLATINUM_II,2,16,15298,192,164,PLATINUM_III,19,15,13696,100,101,PLATINUM_IV,0,14,12585,121,141,PLATINUM_IV,0,15,13577,257,266,PLATINUM_IV,75,17,16860,87,88,PLATINUM_IV,22,15,14058,163,166,PLATINUM_IV,34,15,14029
0,375,370,PLATINUM_II,0,15,14690,122,110,PLATINUM_IV,0,15,14072,382,337,PLATINUM_III,12,14,11709,249,198,PLATINUM_II,59,13,10806,67,50,PLATINUM_IV,72,13,10523,254,249,PLATINUM_IV,44,13,10260,88,72,GOLD_I,0,13,11085,133,134,PLATINUM_IV,22,13,10462,86,71,PLATINUM_IV,94,12,8692,163,166,PLATINUM_IV,34,11,7809
1,39,29,PLATINUM_III,20,16,14842,20,17,GOLD_I,8,15,13505,132,161,PLATINUM_III,28,15,13370,248,215,PLATINUM_IV,15,14,11518,51,41,GOLD_I,100,13,10688,208,206,PLATINUM_III,0,15,14068,65,69,PLATINUM_IV,8,17,16745,22,30,PLATINUM_IV,6,16,15490,184,173,PLATINUM_IV,61,15,14492,163,166,PLATINUM_IV,34,13,10885
1,98,101,GOLD_I,37,15,14559,74,72,PLATINUM_IV,62,15,13578,42,39,PLATINUM_IV,69,16,16105,36,30,GOLD_I,16,14,11955,34,30,PLATINUM_IV,18,13,11001,24,21,GOLD_III,54,17,17038,36,27,GOLD_I,100,18,19986,152,140,GOLD_III,27,15,13940,161,149,PLATINUM_I,64,15,13418,163,166,PLATINUM_IV,34,15,13543
1,228,223,PLATINUM_IV,13,12,9069,92,106,GOLD_IV,75,10,7224,52,53,PLATINUM_II,0,12,8965,275,265,PLATINUM_IV,69,10,6917,20,19,GOLD_II,94,9,5260,128,117,PLATINUM_IV,75,14,12765,151,128,PLATINUM_IV,67,12,9512,327,336,PLATINUM_IV,12,12,8888,115,92,PLATINUM_IV,0,11,7922,163,166,PLATINUM_IV,34,12,9417
0,846,823,PLATINUM_IV,30,17,17199,267,254,DIAMOND_IV,34,17,17274,56,61,PLATINUM_IV,35,18,18656,91,56,GOLD_II,57,17,18179,183,172,PLATINUM_IV,60,17,16623,292,270,PLATINUM_IV,60,16,15616,135,118,PLATINUM_III,27,16,15185,148,145,PLATINUM_IV,41,15,13843,285,258,PLATINUM_II,64,14,11615,163,166,PLATINUM_IV,34,18,19213
0,42,44,GOLD_II,49,15,13813,166,159,PLATINUM_III,63,15,13650,64,53,PLATINUM_II,6,14,12686,362,342,PLATINUM_III,96,12,9627,920,938,PLATINUM_IV,22,12,9151,555,543,PLATINUM_IV,73,11,8336,120,125,PLATINUM_II,75,13,10113,283,297,PLATINUM_IV,23,11,7430,282,275,PLATINUM_IV,19,10,7126,163,166,PLATINUM_IV,34,14,11773
0,123,93,PLATINUM_IV,14,17,17121,123,93,PLATINUM_IV,14,16,15812,152,154,PLATINUM_I,15,17,17921,168,176,PLATINUM_IV,59,16,15092,54,46,GOLD_IV,79,14,12063,94,90,PLATINUM_IV,23,16,14799,289,267,GOLD_II,80,14,12082,109,118,PLATINUM_IV,0,14,12541,297,307,PLATINUM_III,2,16,16113,462,476,GOLD_III,48,12,9820
0,54,48,PLATINUM_IV,1,14,13000,76,80,GOLD_IV,23,13,10660,95,83,PLATINUM_IV,0,14,12551,8,11,SILVER_I,37,13,10643,32,33,GOLD_II,67,13,10030,94,90,PLATINUM_IV,23,14,11793,289,267,GOLD_II,80,12,9586,109,118,PLATINUM_IV,0,12,9791,5,5,PLATINUM_II,20,13,10251,28,37,SILVER_III,34,11,7730
0,58,54,PLATINUM_III,65,16,15497,679,643,PLATINUM_I,42,17,16793,197,215,PLATINUM_IV,0,15,13071,398,381,PLATINUM_III,51,15,14358,762,746,PLATINUM_IV,79,14,12161,94,90,PLATINUM_IV,23,15,13455,109,118,PLATINUM_IV,0,15,13272,183,172,PLATINUM_IV,60,16,14990,26,31,GOLD_I,33,14,12350,105,69,PLATINUM_II,25,13,10211
0,115,97,PLATINUM_III,68,15,13289,137,126,PLATINUM_IV,45,16,14735,441,435,PLATINUM_III,2,15,13572,612,611,PLATINUM_IV,94,15,13422,237,227,PLATINUM_III,89,14,11551,94,90,PLATINUM_IV,23,12,9068,133,128,PLATINUM_III,11,15,13102,87,111,PLATINUM_II,15,13,10692,37,39,GOLD_II,75,13,10895,109,118,PLATINUM_IV,0,13,10541
0,13,24,GOLD_III,21,13,10421,314,305,PLATINUM_IV,60,13,10261,223,229,PLATINUM_IV,16,14,11903,285,226,PLATINUM_III,30,14,12206,219,194,PLATINUM_III,60,13,10522,94,90,PLATINUM_IV,23,12,9938,107,107,PLATINUM_IV,0,12,9013,71,42,GOLD_I,47,12,8711,56,57,GOLD_I,76,13,10395,289,267,GOLD_II,80,10,7140
1,110,105,GOLD_II,16,16,15054,192,205,PLATINUM_IV,0,15,14483,76,62,GOLD_I,60,15,14657,401,416,PLATINUM_IV,3,15,14219,121,102,GOLD_I,68,14,11881,94,90,PLATINUM_IV,23,15,13304,29,28,GOLD_I,38,17,18123,508,505,GOLD_II,94,16,15319,432,429,PLATINUM_IV,2,17,17793,289,267,GOLD_II,80,15,13631
0,316,291,PLATINUM_III,0,15,13378,149,151,GOLD_I,52,13,11128,184,173,PLATINUM_IV,75,15,14131,217,194,PLATINUM_I,14,12,8606,271,260,PLATINUM_IV,31,10,6877,94,90,PLATINUM_IV,23,12,9702,49,41,PLATINUM_IV,3,12,9049,610,607,PLATINUM_IV,89,14,12449,53,55,PLATINUM_IV,0,11,7418,196,192,PLATINUM_IV,45,11,7527
0,152,139,PLATINUM_IV,90,16,16289,439,427,PLATINUM_IV,79,17,17370,158,134,PLATINUM_III,19,16,15941,259,262,PLATINUM_III,11,16,15229,176,156,PLATINUM_III,64,12,9182,233,222,PLATINUM_II,0,17,16753,438,427,PLATINUM_IV,42,13,9980,74,72,PLATINUM_IV,0,15,13634,382,342,PLATINUM_II,28,14,12499,138,127,PLATINUM_III,43,12,9236
0,422,402,PLATINUM_II,0,18,23563,41,35,PLATINUM_IV,1,16,15558,135,116,PLATINUM_III,3,18,19979,81,71,PLATINUM_III,30,17,18091,39,44,PLATINUM_IV,14,16,15558,233,222,PLATINUM_II,0,17,16906,159,162,PLATINUM_IV,19,17,18269,74,72,PLATINUM_IV,0,18,19208,62,55,PLATINUM_IV,50,18,23715,84,81,PLATINUM_III,1,16,15738
0,199,183,PLATINUM_II,38,18,21130,78,60,PLATINUM_III,8,18,21791,367,348,PLATINUM_III,64,18,19453,738,750,PLATINUM_II,75,18,19723,513,523,PLATINUM_II,4,17,16833,233,222,PLATINUM_II,0,18,20907,406,377,PLATINUM_I,31,18,20624,74,72,PLATINUM_IV,0,18,19152,119,119,PLATINUM_IV,23,18,19707,165,148,PLATINUM_II,35,15,14031
0,117,112,PLATINUM_III,62,14,12617,435,433,PLATINUM_III,89,14,11824,287,261,PLATINUM_IV,31,14,11785,47,75,PLATINUM_IV,0,13,10142,134,94,PLATINUM_III,11,11,8052,174,185,PLATINUM_IV,2,13,10106,50,50,GOLD_II,45,12,8610,74,72,PLATINUM_IV,0,12,9405,86,82,GOLD_I,2,8,4600,185,165,PLATINUM_IV,80,10,6984
0,493,461,PLATINUM_II,48,16,15338,66,83,PLATINUM_IV,0,14,11959,188,183,PLATINUM_IV,10,15,13703,353,366,PLATINUM_IV,0,14,12998,70,67,PLATINUM_IV,14,13,10848,165,142,PLATINUM_IV,84,15,13467,266,273,PLATINUM_IV,14,13,10218,74,72,PLATINUM_IV,0,14,12150,153,146,PLATINUM_IV,13,13,10425,142,136,PLATINUM_IV,39,12,8745
1,279,280,GOLD_III,67,17,18067,196,186,PLATINUM_IV,26,17,16497,60,49,GOLD_I,36,18,19291,275,284,PLATINUM_III,72,16,15146,469,469,GOLD_II,60,15,13251,48,44,PLATINUM_IV,3,18,18995,144,124,PLATINUM_III,31,18,19436,74,72,PLATINUM_IV,0,18,18550,377,342,PLATINUM_IV,0,18,18951,154,154,PLATINUM_IV,20,16,16443
0,274,295,PLATINUM_IV,29,18,19333,423,403,PLATINUM_IV,2,16,16085,122,100,PLATINUM_III,2,18,18415,581,564,PLATINUM_IV,14,18,19963,83,81,GOLD_I,29,16,14761,147,138,GOLD_II,19,18,18885,133,144,PLATINUM_IV,13,14,12711,74,72,PLATINUM_IV,0,16,15764,135,157,PLATINUM_IV,44,18,18479,90,72,PLATINUM_IV,19,13,10160
0,145,143,PLATINUM_IV,0,14,12964,340,358,PLATINUM_IV,0,15,13291,65,58,GOLD_I,78,15,13563,240,241,PLATINUM_IV,0,13,11091,329,334,PLATINUM_IV,0,14,11703,164,159,PLATINUM_IV,0,13,10717,258,274,PLATINUM_IV,0,13,11251,105,95,PLATINUM_IV,18,13,11175,171,150,PLATINUM_IV,46,13,10743,306,301,GOLD_II,60,11,8224
0,128,157,PLATINUM_III,48,17,16696,228,222,PLATINUM_IV,46,18,19946,363,346,PLATINUM_IV,32,17,16592,121,106,PLATINUM_III,11,17,17523,285,286,PLATINUM_IV,5,16,15388,164,159,PLATINUM_IV,0,14,12932,102,96,PLATINUM_IV,29,17,17766,135,131,PLATINUM_IV,0,16,15557,171,150,PLATINUM_IV,46,14,12170,233,229,PLATINUM_IV,62,17,16596
1,48,56,PLATINUM_IV,4,14,12433,164,137,PLATINUM_IV,57,13,10976,208,201,PLATINUM_IV,8,14,12377,594,597,PLATINUM_IV,75,14,12908,280,256,GOLD_III,75,13,10150,164,159,PLATINUM_IV,0,15,13966,257,237,PLATINUM_III,73,15,13866,66,64,GOLD_II,7,16,14732,171,150,PLATINUM_IV,46,14,12118,710,684,PLATINUM_IV,21,13,10621
1,92,101,GOLD_I,0,15,13857,146,132,GOLD_I,32,14,12150,102,92,GOLD_I,33,15,14521,171,146,GOLD_I,15,15,13660,105,105,PLATINUM_IV,0,14,11995,164,159,PLATINUM_IV,0,16,15622,487,483,PLATINUM_IV,0,17,18359,88,96,PLATINUM_IV,36,16,15568,171,150,PLATINUM_IV,46,16,14852,299,295,PLATINUM_IV,21,14,12318
0,70,65,GOLD_I,62,16,15977,100,97,GOLD_I,15,15,14376,253,250,PLATINUM_IV,0,16,14818,208,201,PLATINUM_IV,60,15,14041,340,325,PLATINUM_IV,14,15,14031,164,159,PLATINUM_IV,0,15,13326,197,172,PLATINUM_IV,52,15,13622,471,486,PLATINUM_IV,86,16,15325,171,150,PLATINUM_IV,46,14,11950,400,408,PLATINUM_IV,76,13,11045
0,197,172,PLATINUM_IV,52,14,12559,103,81,PLATINUM_IV,94,13,10139,264,262,PLATINUM_IV,0,14,12742,258,248,PLATINUM_IV,10,13,10999,225,238,GOLD_II,33,13,9980,164,159,PLATINUM_IV,0,8,4721,281,254,PLATINUM_IV,72,13,10082,238,221,PLATINUM_IV,13,13,10229,196,183,PLATINUM_IV,95,12,9559,171,150,PLATINUM_IV,46,11,8490
0,313,302,PLATINUM_IV,69,16,16046,87,69,DIAMOND_IV,7,14,12786,362,333,GOLD_IV,17,15,14640,103,67,PLATINUM_I,100,14,11506,275,275,GOLD_I,79,12,9725,164,159,PLATINUM_IV,0,15,13062,199,213,PLATINUM_III,91,14,12542,196,213,GOLD_III,34,13,10562,171,150,PLATINUM_IV,46,14,12713,98,89,PLATINUM_IV,0,13,10591
1,104,89,PLATINUM_II,8,15,13814,8,3,GOLD_II,33,15,14098,34,23,PLATINUM_II,7,15,13122,42,41,PLATINUM_IV,14,14,11689,27,25,PLATINUM_IV,46,13,11407,10,7,GOLD_I,13,14,11915,32,49,PLATINUM_III,73,12,9246,40,29,PLATINUM_IV,15,14,12024,29,16,GOLD_I,96,11,8522,90,108,GOLD_I,0,11,7435
0,8,3,GOLD_II,33,15,14513,73,53,GOLD_I,19,13,11412,194,203,PLATINUM_I,7,13,10012,42,41,PLATINUM_IV,14,14,12570,173,177,PLATINUM_III,62,12,8978,184,177,PLATINUM_III,23,14,12101,205,190,PLATINUM_II,60,15,13192,341,320,PLATINUM_II,44,18,18472,273,259,PLATINUM_III,14,16,15350,217,222,PLATINUM_II,15,13,10996
1,8,3,GOLD_II,33,14,11922,14,8,PLATINUM_II,1,14,12833,41,20,PLATINUM_I,79,13,10400,42,41,PLATINUM_IV,14,13,11355,49,27,PLATINUM_I,42,12,9448,24,18,PLATINUM_II,38,14,11517,23,26,GOLD_II,52,12,8881,14,20,GOLD_II,89,13,10003,25,31,PLATINUM_IV,56,11,7638,42,38,PLATINUM_III,3,10,6716
0,143,151,GOLD_III,75,10,6436,26,50,PLATINUM_IV,0,11,7359,220,215,PLATINUM_IV,0,14,11510,42,41,PLATINUM_IV,14,9,5507,300,310,PLATINUM_IV,36,10,6810,145,123,PLATINUM_IV,0,11,8476,74,90,PLATINUM_IV,25,13,10374,105,95,PLATINUM_IV,18,13,11398,67,65,GOLD_IV,85,12,9027,97,77,PLATINUM_I,18,13,10002
0,368,339,PLATINUM_IV,0,15,14255,118,102,GOLD_II,90,14,12717,133,140,GOLD_II,16,16,14821,42,41,PLATINUM_IV,14,12,9316,269,257,PLATINUM_IV,37,15,13083,176,182,PLATINUM_IV,58,16,15727,163,168,PLATINUM_IV,0,17,17449,195,181,PLATINUM_IV,64,17,17654,350,340,PLATINUM_IV,72,15,13103,125,114,GOLD_I,68,13,11131
1,177,158,GOLD_II,0,17,17106,122,91,PLATINUM_III,24,17,16754,133,140,GOLD_II,16,15,13290,42,41,PLATINUM_IV,14,13,10216,188,182,PLATINUM_IV,10,15,13460,135,133,GOLD_I,100,15,13286,101,88,GOLD_II,73,14,12490,121,111,PLATINUM_III,24,15,14598,181,177,PLATINUM_I,45,14,11704,144,157,GOLD_IV,36,12,9143
0,441,412,PLATINUM_III,46,13,10622,305,329,GOLD_II,57,12,9948,57,42,PLATINUM_II,0,13,11381,42,41,PLATINUM_IV,14,10,6772,56,62,GOLD_I,43,12,8756,397,389,PLATINUM_IV,0,14,12422,119,125,PLATINUM_II,49,16,16009,78,54,PLATINUM_II,28,14,12034,394,387,PLATINUM_IV,8,13,10173,741,760,GOLD_III,14,12,8608
1,242,246,PLATINUM_IV,17,18,18875,137,139,PLATINUM_IV,58,18,19624,258,267,PLATINUM_IV,37,18,20095,858,814,DIAMOND_III,17,18,18593,145,119,PLATINUM_IV,63,15,14309,169,180,PLATINUM_IV,54,18,24433,198,190,PLATINUM_IV,0,17,16824,158,163,PLATINUM_IV,0,18,22457,239,223,PLATINUM_III,14,16,16312,91,86,GOLD_II,28,16,16056
0,242,246,PLATINUM_IV,17,15,14251,246,223,PLATINUM_II,91,14,12834,258,267,PLATINUM_IV,37,16,16270,166,159,GOLD_III,75,14,12759,373,369,PLATINUM_IV,44,14,12245,137,131,GOLD_III,18,16,16205,314,320,PLATINUM_III,32,16,15738,216,211,PLATINUM_IV,24,17,17678,169,154,PLATINUM_III,13,16,15559,223,222,GOLD_II,82,14,11540
0,242,246,PLATINUM_IV,17,13,11031,436,405,PLATINUM_III,30,14,12248,258,267,PLATINUM_IV,37,13,11071,284,265,PLATINUM_IV,0,13,10807,47,56,PLATINUM_IV,39,11,7333,65,68,GOLD_I,16,14,11560,12,15,GOLD_I,15,14,11511,136,159,PLATINUM_IV,0,13,10904,58,64,GOLD_I,84,13,10447,376,376,PLATINUM_IV,86,12,9697
1,136,159,PLATINUM_IV,0,16,15002,34,36,GOLD_I,46,17,17639,258,267,PLATINUM_IV,37,14,12280,80,70,PLATINUM_IV,25,16,16098,242,246,PLATINUM_IV,17,13,11384,376,376,PLATINUM_IV,86,14,12370,158,174,PLATINUM_III,52,15,13289,42,38,PLATINUM_IV,34,16,14801,42,35,PLATINUM_III,84,15,13838,117,113,GOLD_IV,80,13,10846
1,242,246,PLATINUM_IV,17,16,15801,35,39,GOLD_III,4,16,14759,258,267,PLATINUM_IV,37,16,14888,268,247,PLATINUM_II,6,15,13387,320,326,GOLD_III,46,14,12294,110,101,PLATINUM_IV,43,13,10482,268,241,PLATINUM_IV,44,13,10774,353,347,PLATINUM_IV,93,15,13573,316,320,GOLD_IV,52,13,10197,100,70,PLATINUM_I,6,12,9316
1,242,246,PLATINUM_IV,17,14,12174,181,179,PLATINUM_IV,0,15,13183,258,267,PLATINUM_IV,37,15,14289,276,227,PLATINUM_II,0,14,11599,208,189,PLATINUM_IV,32,14,11728,208,210,PLATINUM_IV,0,13,10375,90,60,PLATINUM_IV,75,15,13529,227,229,GOLD_IV,84,13,10221,258,263,PLATINUM_IV,41,13,11114,401,380,PLATINUM_IV,48,11,8058
1,242,246,PLATINUM_IV,17,12,9441,183,179,PLATINUM_III,62,14,11730,258,267,PLATINUM_IV,37,14,12428,33,15,GOLD_I,77,12,9722,84,64,PLATINUM_I,1,12,8829,189,204,PLATINUM_III,51,14,11934,58,51,PLATINUM_II,55,11,8228,66,55,GOLD_II,70,12,9846,133,123,PLATINUM_I,78,11,7350,134,121,GOLD_II,43,10,6400
0,135,129,PLATINUM_IV,0,15,13454,183,178,PLATINUM_IV,28,15,13043,157,161,PLATINUM_IV,42,14,12871,684,651,PLATINUM_IV,63,13,10682,894,890,PLATINUM_IV,0,13,10018,351,387,PLATINUM_IV,11,17,17311,140,121,PLATINUM_IV,2,18,19977,392,371,PLATINUM_IV,49,14,12344,74,63,GOLD_I,85,16,15119,186,163,PLATINUM_IV,55,14,12703
1,217,212,GOLD_I,69,14,12851,261,245,PLATINUM_IV,75,13,11178,157,161,PLATINUM_IV,42,13,10688,99,104,PLATINUM_IV,27,12,9591,252,289,PLATINUM_IV,57,11,7456,195,180,PLATINUM_IV,13,13,10910,194,182,GOLD_I,50,11,8359,541,501,GOLD_I,64,12,9034,138,121,GOLD_I,66,11,8211,113,114,PLATINUM_IV,31,9,5165
0,513,520,PLATINUM_IV,0,14,12212,259,250,PLATINUM_IV,12,17,17273,157,161,PLATINUM_IV,42,16,14747,172,162,GOLD_I,22,15,13035,125,137,PLATINUM_IV,23,16,16370,312,287,GOLD_I,31,18,19209,64,60,GOLD_I,50,17,17912,87,97,PLATINUM_IV,28,18,19539,297,287,GOLD_I,51,17,17698,408,360,GOLD_I,100,15,13930
1,450,374,GOLD_III,51,15,13045,32,19,GOLD_I,100,15,13475,157,161,PLATINUM_IV,42,16,14990,121,107,GOLD_I,100,14,12076,316,290,PLATINUM_IV,31,12,9588,246,235,PLATINUM_IV,0,15,13298,76,74,GOLD_I,7,13,10887,291,284,PLATINUM_IV,0,13,11271,78,75,PLATINUM_IV,23,13,10266,82,75,PLATINUM_IV,0,11,7491
1,203,192,PLATINUM_IV,10,16,15989,512,450,PLATINUM_IV,0,17,17000,157,161,PLATINUM_IV,42,18,18472,70,58,GOLD_I,93,16,14874,221,209,PLATINUM_III,26,14,12095,127,131,GOLD_I,100,17,16973,402,382,PLATINUM_IV,7,14,12644,545,509,PLATINUM_IV,13,16,15716,312,318,PLATINUM_IV,0,14,12034,403,426,PLATINUM_IV,13,13,11420
1,417,439,PLATINUM_IV,89,16,15309,98,110,PLATINUM_IV,33,17,17933,157,161,PLATINUM_IV,42,15,14695,224,217,PLATINUM_IV,26,15,13427,135,141,PLATINUM_IV,30,15,14165,99,98,PLATINUM_IV,12,13,11367,144,152,PLATINUM_IV,26,12,9606,283,252,PLATINUM_IV,25,14,12611,265,253,GOLD_III,62,14,11711,154,158,PLATINUM_III,38,13,10264
1,44,52,PLATINUM_IV,17,17,18278,13,8,GOLD_II,30,15,13239,157,161,PLATINUM_IV,42,17,17985,135,140,PLATINUM_IV,37,16,16197,155,145,PLATINUM_IV,28,15,14056,17,14,GOLD_I,60,16,15738,209,200,GOLD_II,75,17,16667,271,263,GOLD_I,29,16,14758,31,26,GOLD_II,40,16,15358,18,22,GOLD_I,6,14,11909
1,400,343,PLATINUM_I,45,13,11052,95,91,PLATINUM_IV,61,14,12467,139,125,PLATINUM_III,18,13,11060,373,379,PLATINUM_IV,0,11,8303,192,168,PLATINUM_II,60,11,8211,72,60,PLATINUM_II,35,14,12628,325,320,PLATINUM_IV,29,15,13689,172,179,PLATINUM_IV,0,14,12965,486,462,PLATINUM_III,91,14,12487,63,64,PLATINUM_IV,1,14,12893
0,119,96,DIAMOND_IV,54,14,12078,334,340,PLATINUM_II,46,12,9578,483,459,PLATINUM_III,58,14,11728,185,194,PLATINUM_IV,75,12,9156,535,526,PLATINUM_II,1,10,7224,339,319,PLATINUM_IV,49,10,6378,905,889,PLATINUM_III,0,12,9303,195,183,PLATINUM_II,43,11,8456,486,462,PLATINUM_III,91,10,6388,63,64,PLATINUM_IV,1,9,5076
1,18,8,PLATINUM_IV,13,13,11078,502,489,PLATINUM_III,75,12,9788,107,118,GOLD_I,100,13,11304,284,295,PLATINUM_III,4,14,12386,190,214,PLATINUM_IV,16,10,6988,74,47,PLATINUM_III,16,14,12885,98,92,PLATINUM_III,30,14,12172,295,283,PLATINUM_III,84,15,13740,486,462,PLATINUM_III,91,14,12359,63,64,PLATINUM_IV,1,11,7547
1,210,201,PLATINUM_IV,0,11,8374,114,88,PLATINUM_III,30,11,7582,59,42,PLATINUM_II,57,12,9098,204,177,PLATINUM_IV,76,11,8370,55,53,PLATINUM_IV,47,9,5470,13,19,GOLD_I,53,13,10994,277,227,PLATINUM_II,62,14,12645,188,180,PLATINUM_IV,0,14,11707,486,462,PLATINUM_III,91,12,9853,63,64,PLATINUM_IV,1,13,10233
1,361,350,PLATINUM_III,35,13,11301,359,337,GOLD_I,44,11,8465,733,727,PLATINUM_I,0,13,10480,228,199,PLATINUM_IV,64,12,9605,350,328,PLATINUM_III,12,11,7493,71,58,PLATINUM_IV,77,14,11801,340,339,PLATINUM_III,8,13,11203,137,117,PLATINUM_I,14,15,14093,486,462,PLATINUM_III,91,14,11575,63,64,PLATINUM_IV,1,13,10669
1,159,151,PLATINUM_III,0,12,8812,141,118,PLATINUM_IV,0,10,7076,148,156,GOLD_III,0,11,7564,61,74,PLATINUM_IV,14,11,7492,46,62,PLATINUM_II,0,10,6481,410,386,PLATINUM_III,55,14,11525,348,342,PLATINUM_IV,26,13,10651,70,62,PLATINUM_IV,56,13,10140,486,462,PLATINUM_III,91,12,9070,63,64,PLATINUM_IV,1,12,9006
1,302,303,PLATINUM_IV,0,10,6997,46,27,PLATINUM_IV,1,9,6108,90,81,PLATINUM_IV,1,10,6842,384,367,DIAMOND_III,15,9,5235,44,48,GOLD_II,80,8,4705,139,141,PLATINUM_III,50,12,9308,87,82,GOLD_I,12,11,7761,15,26,PLATINUM_III,10,12,8978,486,462,PLATINUM_III,91,11,7514,63,64,PLATINUM_IV,1,10,7102
0,275,288,GOLD_IV,48,14,12555,147,151,GOLD_IV,76,16,14903,133,152,GOLD_IV,28,16,16125,56,60,GOLD_IV,24,15,13445,86,87,SILVER_II,46,16,14962,52,53,PLATINUM_IV,27,13,10909,80,74,SILVER_I,67,12,9602,39,40,PLATINUM_I,12,16,15790,31,33,SILVER_IV,1,14,11901,119,120,PLATINUM_IV,40,13,11296
0,121,107,PLATINUM_III,11,14,12919,31,36,GOLD_III,62,14,12481,64,66,GOLD_I,94,14,12280,57,55,PLATINUM_IV,15,16,15121,124,118,PLATINUM_IV,8,13,11031,52,53,PLATINUM_IV,27,11,7643,24,34,GOLD_IV,40,12,9445,75,70,GOLD_I,30,13,11157,34,28,GOLD_III,75,13,10972,61,53,PLATINUM_IV,0,12,9924
0,127,128,GOLD_II,38,17,16945,63,60,GOLD_I,0,17,16873,153,179,GOLD_III,40,17,18037,226,216,GOLD_IV,91,16,15078,105,91,GOLD_I,90,16,16265,52,53,PLATINUM_IV,27,15,14066,24,34,GOLD_IV,40,17,16994,39,50,GOLD_III,88,16,15206,121,130,GOLD_II,22,15,14414,163,190,GOLD_I,0,14,11765
0,379,370,GOLD_IV,37,16,16417,159,162,PLATINUM_IV,0,16,14884,147,152,GOLD_I,37,15,13626,122,138,GOLD_II,75,16,15639,166,157,PLATINUM_IV,60,14,11993,52,53,PLATINUM_IV,27,14,11623,24,34,GOLD_IV,40,14,11986,23,25,GOLD_II,88,15,14081,178,182,GOLD_II,30,15,13225,278,267,PLATINUM_III,36,13,11336
0,88,81,GOLD_I,33,16,15291,116,88,PLATINUM_III,45,16,16069,56,59,GOLD_I,15,17,16959,167,176,GOLD_III,54,15,13872,36,20,GOLD_I,73,15,13652,52,53,PLATINUM_IV,27,14,12646,24,34,GOLD_IV,40,15,14537,53,55,GOLD_I,53,15,13732,28,32,GOLD_III,18,14,12357,319,291,PLATINUM_IV,30,13,10732
0,46,51,PLATINUM_IV,80,18,19444,12,12,SILVER_II,4,17,16489,23,24,GOLD_III,6,16,16101,89,93,PLATINUM_IV,83,17,16648,102,85,SILVER_I,23,16,15479,52,53,PLATINUM_IV,27,16,15261,24,34,GOLD_IV,40,17,17781,307,281,PLATINUM_III,70,14,12340,13,6,SILVER_II,93,15,14110,39,39,GOLD_I,0,13,10980
0,67,55,PLATINUM_IV,22,16,15588,67,58,PLATINUM_IV,63,16,16371,179,151,PLATINUM_II,86,18,18867,100,103,PLATINUM_IV,48,16,14816,300,304,PLATINUM_IV,6,15,13745,52,53,PLATINUM_IV,27,16,16467,198,195,PLATINUM_IV,0,16,15222,280,247,DIAMOND_IV,1,17,17798,88,73,PLATINUM_IV,27,16,15362,104,98,PLATINUM_II,0,14,12454
0,474,447,GOLD_I,36,15,13079,103,82,PLATINUM_IV,31,14,11554,260,258,GOLD_I,45,15,13923,49,54,GOLD_II,57,12,9451,369,347,PLATINUM_IV,13,11,8364,195,189,PLATINUM_IV,9,12,9661,222,227,PLATINUM_IV,13,13,10007,69,68,GOLD_I,51,14,12003,119,109,PLATINUM_IV,6,13,9991,212,207,PLATINUM_IV,0,10,6979
0,109,88,PLATINUM_IV,77,18,21691,720,708,PLATINUM_IV,14,17,17047,133,136,PLATINUM_IV,29,17,18254,364,365,PLATINUM_IV,13,17,17510,214,198,PLATINUM_IV,14,16,16307,278,245,PLATINUM_III,0,17,17505,622,601,PLATINUM_IV,40,17,16490,313,317,PLATINUM_IV,41,16,15472,119,109,PLATINUM_IV,6,17,16994,293,273,PLATINUM_IV,84,14,12585
0,55,51,PLATINUM_IV,0,16,14925,212,182,PLATINUM_II,86,16,14720,97,99,PLATINUM_IV,16,15,14176,134,130,PLATINUM_IV,17,13,11234,70,42,PLATINUM_IV,1,12,9621,195,195,PLATINUM_IV,26,14,12821,353,357,PLATINUM_IV,59,8,4802,190,189,PLATINUM_IV,0,14,12896,119,109,PLATINUM_IV,6,13,10253,364,365,PLATINUM_IV,13,14,12444
